ID,Label
001,Australia
002,Fiji
003,Kiribati
004,Marshall Islands
005,Micronesia
006,Nauru
015,New Caledonia
007,New Zealand
008,Palau
009,Papua New Guinea
010,Samoa
011,Solomon Islands
012,Tonga
013,Tuvalu
014,Vanuatu
